English_Sector,Arabic_Sector,Date,Number of Transactions,Value of Transactions
Recreation and Culture,الترفية والثقافة,2018-09-01,"3,419.1 ",928441.8
Recreation and Culture,الترفية والثقافة,2018-10-01,"2,952.5 ",785492.0
Recreation and Culture,الترفية والثقافة,2018-11-01,"2,739.6 ",739687.7
Recreation and Culture,الترفية والثقافة,2018-12-01,"3,087.8 ",947090.8
Recreation and Culture,الترفية والثقافة,2019-01-01,"3,478.5 ",927160.4
Recreation and Culture,الترفية والثقافة,2019-02-01,"2,859.1 ",722548.5
Recreation and Culture,الترفية والثقافة,2019-03-01,"3,500.5 ",894417.8
Recreation and Culture,الترفية والثقافة,2019-04-01,"3,361.9 ",912410.8
Recreation and Culture,الترفية والثقافة,2019-05-01,"3,662.1 ",1073186.1
Recreation and Culture,الترفية والثقافة,2019-06-01,"2,972.0 ",752327.9
Recreation and Culture,الترفية والثقافة,2019-07-01,"3,147.0 ",779412.4
Recreation and Culture,الترفية والثقافة,2019-08-01,"3,913.5 ",1055822.5
Recreation and Culture,الترفية والثقافة,2019-09-01,"5,033.1 ",1100324.9
Recreation and Culture,الترفية والثقافة,2019-10-01,"4,565.2 ",968369.6
Recreation and Culture,الترفية والثقافة,2019-11-01,"4,301.4 ",965242.5
Recreation and Culture,الترفية والثقافة,2019-12-01,"4,553.0 ",1085701.2
Recreation and Culture,الترفية والثقافة,2020-01-01,"5,057.0 ",1213966.4
Recreation and Culture,الترفية والثقافة,2020-02-01,"4,815.4 ",992972.3
Recreation and Culture,الترفية والثقافة,2020-03-01,"3,371.3 ",782657.9
Recreation and Culture,الترفية والثقافة,2020-04-01,"1,668.2 ",375196.5
Recreation and Culture,الترفية والثقافة,2020-05-01,"3,878.0 ",996929.3
Recreation and Culture,الترفية والثقافة,2020-06-01,"4,544.8 ",1248105.3
Recreation and Culture,الترفية والثقافة,2020-07-01,"5,290.2 ",1004067.9
Recreation and Culture,الترفية والثقافة,2020-08-01,"5,107.1 ",1184703.0
Recreation and Culture,الترفية والثقافة,2020-09-01,"6,565.0 ",1156573.4
Recreation and Culture,الترفية والثقافة,2020-10-01,"6,288.6 ",1098070.0
Recreation and Culture,الترفية والثقافة,2020-11-01,"5,860.8 ",1046019.2
Recreation and Culture,الترفية والثقافة,2020-12-01,"6,576.1 ",1336486.0
Recreation and Culture,الترفية والثقافة,2021-01-01,"6,855.7 ",1356784.9
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-01-01,"1,640.7 ",1036376.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-02-01,"1,566.4 ",1022117.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-03-01,"1,803.1 ",1172707.7
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-04-01,"1,811.8 ",1125882.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-05-01,"2,113.4 ",1349508.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-06-01,"2,224.4 ",1404875.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-07-01,"1,982.9 ",1075132.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-08-01,"2,152.5 ",1263222.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-09-01,"2,178.6 ",1134590.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-10-01,"2,255.5 ",1215377.7
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-11-01,"2,574.1 ",1543604.6
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2016-12-01,"2,541.0 ",1371148.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-01-01,"2,374.0 ",1380035.5
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-02-01,"2,025.3 ",1237060.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-03-01,"2,350.1 ",1490828.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-04-01,"2,249.7 ",1436725.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-05-01,"2,611.3 ",1683747.4
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-06-01,"2,826.4 ",1618264.9
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-07-01,"2,423.6 ",1508301.6
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-08-01,"2,826.4 ",1636943.4
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-09-01,"2,563.5 ",1346184.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-10-01,"2,724.4 ",1557506.7
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-11-01,"3,216.1 ",1944266.4
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2017-12-01,"3,311.3 ",1953280.9
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-01-01,"3,414.3 ",1734932.9
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-02-01,"3,169.4 ",1695763.5
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-03-01,"3,961.7 ",2168941.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-04-01,"3,925.6 ",2107579.8
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-05-01,"4,246.5 ",2401633.5
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-06-01,"3,920.4 ",1957218.5
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-07-01,"4,011.8 ",2188054.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-08-01,"3,898.5 ",1972634.6
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-09-01,"3,941.2 ",2161908.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-10-01,"3,772.5 ",2088140.9
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-11-01,"4,219.2 ",2410250.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2018-12-01,"4,231.0 ",2320229.8
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-01-01,"4,227.2 ",2290039.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-02-01,"3,894.4 ",2077502.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-03-01,"4,732.0 ",2515978.5
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-04-01,"4,584.0 ",2404891.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-05-01,"4,799.7 ",2576911.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-06-01,"4,383.3 ",1916124.8
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-07-01,"4,978.0 ",2384534.4
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-08-01,"5,050.6 ",2135942.8
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-09-01,"5,638.7 ",2556362.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-10-01,"5,954.0 ",2626943.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-11-01,"6,258.3 ",2417280.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2019-12-01,"6,728.6 ",2756321.7
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-01-01,"6,862.2 ",2646015.7
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-02-01,"6,680.7 ",2560020.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-03-01,"5,734.2 ",2328772.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-04-01,"3,570.8 ",1324488.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-05-01,"4,667.6 ",1674868.4
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-06-01,"6,634.6 ",2818807.8
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-07-01,"8,480.8 ",2424150.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-08-01,"8,582.1 ",2242393.1
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-09-01,"10,734.5 ",2664892.6
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-10-01,"13,059.4 ",2605509.0
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-11-01,"15,483.7 ",2703378.2
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2020-12-01,"19,717.4 ",3179503.3
Miscellaneous Goods and Services,سلع وخدمات متنوعة,2021-01-01,"22,753.0 ",3077263.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-01-01,842.4 ,822679.1
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-02-01,820.4 ,804887.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-03-01,890.8 ,949084.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-04-01,862.5 ,909281.5
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-05-01,"1,029.5 ",1112796.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-06-01,967.5 ,934277.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-07-01,753.0 ,706316.1
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-08-01,895.3 ,862491.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-09-01,789.7 ,677037.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-10-01,920.0 ,836629.5
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-11-01,975.1 ,801207.8
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2016-12-01,996.4 ,803429.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-01-01,976.7 ,786050.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-02-01,922.9 ,707090.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-03-01,"1,169.8 ",848581.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-04-01,"1,170.9 ",886876.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-05-01,"1,332.2 ",1014775.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-06-01,"1,009.3 ",689352.5
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-07-01,"1,070.3 ",795509.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-08-01,"1,202.3 ",823304.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-09-01,987.5 ,645098.1
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-10-01,"1,219.0 ",817229.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-11-01,"1,311.1 ",838026.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2017-12-01,"1,338.9 ",1021036.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-01-01,"1,215.5 ",695050.6
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-02-01,"1,146.5 ",674726.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-03-01,"1,394.9 ",877811.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-04-01,"1,308.1 ",845092.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-05-01,"1,458.0 ",921688.8
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-06-01,"1,139.1 ",650779.8
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-07-01,"1,284.8 ",790603.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-08-01,"1,001.2 ",617426.0
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-09-01,"1,066.2 ",673096.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-10-01,"1,141.1 ",687044.6
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-11-01,"1,099.2 ",628124.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2018-12-01,"1,205.0 ",695351.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-01-01,"1,241.9 ",676315.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-02-01,"1,117.1 ",631281.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-03-01,"1,357.8 ",786550.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-04-01,"1,388.1 ",865057.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-05-01,"1,638.6 ",992138.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-06-01,"1,424.4 ",832193.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-07-01,"1,703.2 ",1039371.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-08-01,"1,633.3 ",868761.5
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-09-01,"1,792.5 ",1032223.7
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-10-01,"1,967.2 ",1133987.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-11-01,"2,167.3 ",1265138.6
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2019-12-01,"1,983.2 ",1068115.2
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-01-01,"1,937.4 ",1003950.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-02-01,"1,885.5 ",1049466.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-03-01,"1,963.3 ",1088074.6
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-04-01,"1,365.4 ",596740.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-05-01,"1,987.2 ",1032395.9
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-06-01,"2,932.9 ",2268706.0
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-07-01,"2,599.5 ",1059495.1
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-08-01,"2,591.9 ",1163198.6
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-09-01,"2,937.4 ",1337175.5
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-10-01,"2,931.4 ",1288039.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-11-01,"3,113.1 ",1498924.4
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2020-12-01,"2,981.5 ",1324599.3
Electronic & Electric Devices ,الأجهزة الإلكترونية والكهربائية,2021-01-01,"2,905.6 ",1246099.8
Furniture,الأثاث,2016-01-01,669.6 ,662398.2
Furniture,الأثاث,2016-02-01,570.8 ,591979.7
Furniture,الأثاث,2016-03-01,633.2 ,694419.8
Furniture,الأثاث,2016-04-01,635.6 ,684701.7
Furniture,الأثاث,2016-05-01,749.3 ,825162.1
Furniture,الأثاث,2016-06-01,713.4 ,743627.4
Furniture,الأثاث,2016-07-01,526.0 ,524190.9
Furniture,الأثاث,2016-08-01,616.4 ,673660.4
Furniture,الأثاث,2016-09-01,597.3 ,552376.5
Furniture,الأثاث,2016-10-01,668.7 ,615967.5
Furniture,الأثاث,2016-11-01,698.9 ,667170.5
Furniture,الأثاث,2016-12-01,753.7 ,721645.5
Furniture,الأثاث,2017-01-01,735.0 ,666593.9
Furniture,الأثاث,2017-02-01,598.6 ,538217.8
Furniture,الأثاث,2017-03-01,690.0 ,627695.7
Furniture,الأثاث,2017-04-01,729.3 ,688699.1
Furniture,الأثاث,2017-05-01,859.5 ,769674.8
Furniture,الأثاث,2017-06-01,756.9 ,629108.6
Furniture,الأثاث,2017-07-01,664.2 ,639540.6
Furniture,الأثاث,2017-08-01,791.4 ,692413.6
Furniture,الأثاث,2017-09-01,698.7 ,563999.1
Furniture,الأثاث,2017-10-01,837.2 ,687909.6
Furniture,الأثاث,2017-11-01,872.2 ,752893.0
Furniture,الأثاث,2017-12-01,"1,077.3 ",1064922.4
Furniture,الأثاث,2018-01-01,839.6 ,598925.6
Furniture,الأثاث,2018-02-01,808.0 ,610202.0
Furniture,الأثاث,2018-03-01,"1,049.7 ",820057.0
Furniture,الأثاث,2018-04-01,"1,026.5 ",837615.8
Furniture,الأثاث,2018-05-01,"1,162.9 ",937939.9
Furniture,الأثاث,2018-06-01,975.2 ,681696.2
Furniture,الأثاث,2018-07-01,"1,073.2 ",838897.8
Furniture,الأثاث,2018-08-01,"1,044.4 ",713819.7
Furniture,الأثاث,2018-09-01,"1,068.9 ",745206.6
Furniture,الأثاث,2018-10-01,"1,138.7 ",772316.7
Furniture,الأثاث,2018-11-01,"1,176.8 ",822763.1
Furniture,الأثاث,2018-12-01,"1,399.3 ",991808.0
Furniture,الأثاث,2019-01-01,"1,235.2 ",802069.9
Furniture,الأثاث,2019-02-01,"1,116.4 ",736377.7
Furniture,الأثاث,2019-03-01,"1,415.2 ",967105.0
Furniture,الأثاث,2019-04-01,"1,549.7 ",1061816.1
Furniture,الأثاث,2019-05-01,"1,671.0 ",1080166.3
Furniture,الأثاث,2019-06-01,"1,220.9 ",720435.2
Furniture,الأثاث,2019-07-01,"1,530.5 ",976377.1
Furniture,الأثاث,2019-08-01,"1,527.3 ",829737.3
Furniture,الأثاث,2019-09-01,"1,617.3 ",996060.9
Furniture,الأثاث,2019-10-01,"1,677.2 ",948695.2
Furniture,الأثاث,2019-11-01,"1,808.0 ",1054961.4
Furniture,الأثاث,2019-12-01,"2,034.7 ",1193816.2
Furniture,الأثاث,2020-01-01,"1,970.4 ",1004331.7
Furniture,الأثاث,2020-02-01,"1,772.0 ",948118.3
Furniture,الأثاث,2020-03-01,"1,453.3 ",808251.8
Furniture,الأثاث,2020-04-01,784.2 ,318437.7
Furniture,الأثاث,2020-05-01,"1,794.8 ",842236.0
Furniture,الأثاث,2020-06-01,"2,856.2 ",2192985.4
Furniture,الأثاث,2020-07-01,"2,993.1 ",1210277.6
Furniture,الأثاث,2020-08-01,"2,560.7 ",1115366.4
Furniture,الأثاث,2020-09-01,"2,951.8 ",1407799.8
Furniture,الأثاث,2020-10-01,"3,080.8 ",1328186.2
Furniture,الأثاث,2020-11-01,"3,190.6 ",1488631.2
Furniture,الأثاث,2020-12-01,"3,759.6 ",1694837.8
Furniture,الأثاث,2021-01-01,"3,500.6 ",1411945.7
Construction & Building Materials,مواد التشييد والبناء,2016-01-01,435.3 ,938653.2
Construction & Building Materials,مواد التشييد والبناء,2016-02-01,427.6 ,920272.9
Construction & Building Materials,مواد التشييد والبناء,2016-03-01,468.5 ,1048414.9
Construction & Building Materials,مواد التشييد والبناء,2016-04-01,464.2 ,1000533.1
Construction & Building Materials,مواد التشييد والبناء,2016-05-01,543.6 ,1100107.5
Construction & Building Materials,مواد التشييد والبناء,2016-06-01,451.0 ,723522.9
Construction & Building Materials,مواد التشييد والبناء,2016-07-01,372.0 ,681783.8
Construction & Building Materials,مواد التشييد والبناء,2016-08-01,483.3 ,929793.1
Construction & Building Materials,مواد التشييد والبناء,2016-09-01,383.4 ,658903.6
Construction & Building Materials,مواد التشييد والبناء,2016-10-01,499.8 ,862500.8
Construction & Building Materials,مواد التشييد والبناء,2016-11-01,533.7 ,894559.0
Construction & Building Materials,مواد التشييد والبناء,2016-12-01,558.7 ,936241.9
Construction & Building Materials,مواد التشييد والبناء,2017-01-01,558.5 ,950406.9
Construction & Building Materials,مواد التشييد والبناء,2017-02-01,504.9 ,818256.8
Construction & Building Materials,مواد التشييد والبناء,2017-03-01,620.1 ,959234.9
Construction & Building Materials,مواد التشييد والبناء,2017-04-01,654.7 ,1034236.5
Construction & Building Materials,مواد التشييد والبناء,2017-05-01,700.6 ,988872.2
Construction & Building Materials,مواد التشييد والبناء,2017-06-01,463.7 ,525903.6
Construction & Building Materials,مواد التشييد والبناء,2017-07-01,567.8 ,870306.9
Construction & Building Materials,مواد التشييد والبناء,2017-08-01,624.7 ,859477.2
Construction & Building Materials,مواد التشييد والبناء,2017-09-01,507.5 ,694420.5
Construction & Building Materials,مواد التشييد والبناء,2017-10-01,651.5 ,902942.4
Construction & Building Materials,مواد التشييد والبناء,2017-11-01,695.5 ,903646.7
Construction & Building Materials,مواد التشييد والبناء,2017-12-01,792.1 ,1236178.1
Construction & Building Materials,مواد التشييد والبناء,2018-01-01,689.5 ,786434.2
Construction & Building Materials,مواد التشييد والبناء,2018-02-01,644.8 ,782345.8
Construction & Building Materials,مواد التشييد والبناء,2018-03-01,790.2 ,977079.1
Construction & Building Materials,مواد التشييد والبناء,2018-04-01,803.5 ,999050.1
Construction & Building Materials,مواد التشييد والبناء,2018-05-01,817.9 ,866117.8
Construction & Building Materials,مواد التشييد والبناء,2018-06-01,642.9 ,604075.6
Construction & Building Materials,مواد التشييد والبناء,2018-07-01,799.2 ,914678.9
Construction & Building Materials,مواد التشييد والبناء,2018-08-01,764.8 ,791324.5
Construction & Building Materials,مواد التشييد والبناء,2018-09-01,792.7 ,863542.6
Construction & Building Materials,مواد التشييد والبناء,2018-10-01,912.3 ,950249.5
Construction & Building Materials,مواد التشييد والبناء,2018-11-01,940.4 ,913216.2
Construction & Building Materials,مواد التشييد والبناء,2018-12-01,"1,071.2 ",1069500.0
Construction & Building Materials,مواد التشييد والبناء,2019-01-01,"1,023.4 ",1016552.2
Construction & Building Materials,مواد التشييد والبناء,2019-02-01,964.7 ,971787.7
Construction & Building Materials,مواد التشييد والبناء,2019-03-01,"1,180.6 ",1166672.0
Construction & Building Materials,مواد التشييد والبناء,2019-04-01,"1,235.2 ",1202743.6
Construction & Building Materials,مواد التشييد والبناء,2019-05-01,"1,194.6 ",914062.8
Construction & Building Materials,مواد التشييد والبناء,2019-06-01,"1,021.6 ",872064.2
Construction & Building Materials,مواد التشييد والبناء,2019-07-01,"1,311.6 ",1157338.3
Construction & Building Materials,مواد التشييد والبناء,2019-08-01,"1,186.2 ",905329.0
Construction & Building Materials,مواد التشييد والبناء,2019-09-01,"1,328.3 ",1097270.2
Construction & Building Materials,مواد التشييد والبناء,2019-10-01,"1,535.4 ",1209676.6
Construction & Building Materials,مواد التشييد والبناء,2019-11-01,"1,632.7 ",1224933.2
Construction & Building Materials,مواد التشييد والبناء,2019-12-01,"1,773.2 ",1410387.2
Construction & Building Materials,مواد التشييد والبناء,2020-01-01,"1,743.1 ",1330863.5
Construction & Building Materials,مواد التشييد والبناء,2020-02-01,"1,731.5 ",1373984.0
Construction & Building Materials,مواد التشييد والبناء,2020-03-01,"1,947.4 ",1529520.2
Construction & Building Materials,مواد التشييد والبناء,2020-04-01,"1,480.2 ",739832.3
Construction & Building Materials,مواد التشييد والبناء,2020-05-01,"1,736.3 ",930209.2
Construction & Building Materials,مواد التشييد والبناء,2020-06-01,"3,097.5 ",3029934.5
Construction & Building Materials,مواد التشييد والبناء,2020-07-01,"2,898.1 ",1304793.3
Construction & Building Materials,مواد التشييد والبناء,2020-08-01,"2,677.0 ",1352273.3
Construction & Building Materials,مواد التشييد والبناء,2020-09-01,"2,895.7 ",1495657.9
Construction & Building Materials,مواد التشييد والبناء,2020-10-01,"3,152.1 ",1571106.1
Construction & Building Materials,مواد التشييد والبناء,2020-11-01,"3,265.1 ",1642005.9
Construction & Building Materials,مواد التشييد والبناء,2020-12-01,"3,542.1 ",1815442.6
Construction & Building Materials,مواد التشييد والبناء,2021-01-01,"3,393.6 ",1687722.4
Jewelry,المجوهرات,2016-01-01,472.2 ,990634.6
Jewelry,المجوهرات,2016-02-01,401.9 ,850520.3
Jewelry,المجوهرات,2016-03-01,499.8 ,1040552.2
Jewelry,المجوهرات,2016-04-01,455.1 ,968106.0
Jewelry,المجوهرات,2016-05-01,576.3 ,1117546.4
Jewelry,المجوهرات,2016-06-01,721.8 ,1301553.6
Jewelry,المجوهرات,2016-07-01,595.6 ,1109025.4
Jewelry,المجوهرات,2016-08-01,462.9 ,858030.3
Jewelry,المجوهرات,2016-09-01,442.9 ,759850.7
Jewelry,المجوهرات,2016-10-01,389.4 ,723979.3
Jewelry,المجوهرات,2016-11-01,435.1 ,779637.4
Jewelry,المجوهرات,2016-12-01,517.1 ,984791.2
Jewelry,المجوهرات,2017-01-01,558.6 ,1001591.6
Jewelry,المجوهرات,2017-02-01,445.8 ,801153.9
Jewelry,المجوهرات,2017-03-01,632.5 ,1065410.2
Jewelry,المجوهرات,2017-04-01,550.0 ,926038.4
Jewelry,المجوهرات,2017-05-01,675.5 ,1056174.7
Jewelry,المجوهرات,2017-06-01,"1,027.9 ",1618662.8
Jewelry,المجوهرات,2017-07-01,492.9 ,895011.9
Jewelry,المجوهرات,2017-08-01,592.3 ,931876.3
Jewelry,المجوهرات,2017-09-01,401.3 ,657139.0
Jewelry,المجوهرات,2017-10-01,446.0 ,775608.6
Jewelry,المجوهرات,2017-11-01,460.5 ,777533.8
Jewelry,المجوهرات,2017-12-01,578.4 ,1210318.4
Jewelry,المجوهرات,2018-01-01,499.0 ,737895.9
Jewelry,المجوهرات,2018-02-01,452.9 ,728601.5
Jewelry,المجوهرات,2018-03-01,639.9 ,1049684.6
Jewelry,المجوهرات,2018-04-01,616.9 ,964864.4
Jewelry,المجوهرات,2018-05-01,761.5 ,1186432.6
Jewelry,المجوهرات,2018-06-01,"1,028.4 ",1548046.9
Jewelry,المجوهرات,2018-07-01,592.6 ,942968.0
Jewelry,المجوهرات,2018-08-01,671.6 ,1023998.8
Jewelry,المجوهرات,2018-09-01,478.7 ,715843.9
Jewelry,المجوهرات,2018-10-01,508.3 ,758489.4
Jewelry,المجوهرات,2018-11-01,537.5 ,783562.6
Jewelry,المجوهرات,2018-12-01,720.2 ,1050808.3
Jewelry,المجوهرات,2019-01-01,624.8 ,885794.1
Jewelry,المجوهرات,2019-02-01,574.5 ,853893.2
Jewelry,المجوهرات,2019-03-01,798.3 ,1189577.6
Jewelry,المجوهرات,2019-04-01,800.8 ,1130410.0
Jewelry,المجوهرات,2019-05-01,"1,236.5 ",1733235.1
Jewelry,المجوهرات,2019-06-01,910.0 ,1181050.5
Jewelry,المجوهرات,2019-07-01,726.5 ,882539.5
Jewelry,المجوهرات,2019-08-01,768.0 ,864090.6
Jewelry,المجوهرات,2019-09-01,576.7 ,716881.0
Jewelry,المجوهرات,2019-10-01,624.6 ,803757.8
Jewelry,المجوهرات,2019-11-01,647.3 ,852607.6
Jewelry,المجوهرات,2019-12-01,775.0 ,1026820.4
Jewelry,المجوهرات,2020-01-01,763.2 ,961003.7
Jewelry,المجوهرات,2020-02-01,685.3 ,900918.0
Jewelry,المجوهرات,2020-03-01,423.2 ,508739.5
Jewelry,المجوهرات,2020-04-01,152.2 ,100490.2
Jewelry,المجوهرات,2020-05-01,707.8 ,965424.5
Jewelry,المجوهرات,2020-06-01,"1,051.6 ",2126401.0
Jewelry,المجوهرات,2020-07-01,852.3 ,917725.5
Jewelry,المجوهرات,2020-08-01,615.0 ,692711.4
Jewelry,المجوهرات,2020-09-01,711.6 ,796903.7
Jewelry,المجوهرات,2020-10-01,732.8 ,870998.5
Jewelry,المجوهرات,2020-11-01,740.1 ,915165.0
Jewelry,المجوهرات,2020-12-01,880.5 ,1086820.5
Jewelry,المجوهرات,2021-01-01,842.8 ,1075270.8
Telecommunication,الاتصالات,2016-01-01,212.1 ,142180.9
Telecommunication,الاتصالات,2016-02-01,188.8 ,116438.0
Telecommunication,الاتصالات,2016-03-01,216.7 ,133246.9
