English_City,Arabic_City,Date,Number of Transactions,Value of Transactions,location_latitude,location_longitude
KHOBAR,الخبر,08 Nov - 14 Nov,2214,298970,26.3039999,50.1960237
KHOBAR,الخبر,"04 Apr,21  -  10 Apr,21",2667,354150,26.3039999,50.1960237
KHOBAR,الخبر,19 - 25 Jul,1671,252587,26.3039999,50.1960237
KHOBAR,الخبر,"16 May,21  -  22 May,21",2318,270560,26.3039999,50.1960237
KHOBAR,الخبر,31 May - 6 Jun,1376,286346,26.3039999,50.1960237
KHOBAR,الخبر,"09 May,21  -  15 May,21",2228,297279,26.3039999,50.1960237
KHOBAR,الخبر,"18 Apr,21  -  24 Apr,21",1828,244967,26.3039999,50.1960237
KHOBAR,الخبر,"25 Jul,21  -  31 Jul,21",2453,298428,26.3039999,50.1960237
KHOBAR,الخبر,04 - 10 Oct,2126,281223,26.3039999,50.1960237
KHOBAR,الخبر,30 Aug - 05 Sep,2102,325048,26.3039999,50.1960237
KHOBAR,الخبر,27 Sep - 03 Oct,2204,334254,26.3039999,50.1960237
KHOBAR,الخبر,23 - 29 Aug,1954,347780,26.3039999,50.1960237
KHOBAR,الخبر,"27 Jun,21  -  03 Jul,21",2741,353087,26.3039999,50.1960237
KHOBAR,الخبر,"18 Jul,21  -  24 Jul,21",2010,208189,26.3039999,50.1960237
KHOBAR,الخبر,29 Nov - 05 Dec,2411,341008,26.3039999,50.1960237
KHOBAR,الخبر,26 Jul - 1 Aug,1847,288554,26.3039999,50.1960237
KHOBAR,الخبر,"07 Mar,21  -  13 Mar,21",2365,294320,26.3039999,50.1960237
KHOBAR,الخبر,20 - 27 Jun,1586,330564,26.3039999,50.1960237
KHOBAR,الخبر,"08 Aug,21  -  14 Aug,21",2509,277672,26.3039999,50.1960237
KHOBAR,الخبر,13 Dec - 19 Dec,2135,282125,26.3039999,50.1960237
KHOBAR,الخبر,"28 Feb,21  -  06 Mar,21",2345,315482,26.3039999,50.1960237
KHOBAR,الخبر,"05 Sep,21  -  11 Sep,21",2730,297374,26.3039999,50.1960237
KHOBAR,الخبر,14 - 20 Jun,1328,264975,26.3039999,50.1960237
KHOBAR,الخبر,11 Oct - 17 Oct,2058,262736,26.3039999,50.1960237
KHOBAR,الخبر,"21 Mar,21  -  27 Mar,21",2427,311294,26.3039999,50.1960237
KHOBAR,الخبر,02 - 08 Aug,1724,232623,26.3039999,50.1960237
KHOBAR,الخبر,"03 Jan,21  -  09 Jan,21",2475,342950,26.3039999,50.1960237
KHOBAR,الخبر,"21 Feb,21  -  27 Feb,21",2007,259339,26.3039999,50.1960237
KHOBAR,الخبر,5 - 11 Jul,1722,245237,26.3039999,50.1960237
MADINA,المنورة,"17 Jan,21  -  23 Jan,21",3238,276959,25.1354363,39.162594
MADINA,المنورة,06 Dec - 12 Dec,3393,285024,25.1354363,39.162594
MADINA,المنورة,"28 Mar,21  -  03 Apr,21",4589,427326,25.1354363,39.162594
MADINA,المنورة,"04 Jul,21  -  10 Jul,21",4581,332526,25.1354363,39.162594
MADINA,المنورة,"07 Feb,21  -  13 Feb,21",3622,280975,25.1354363,39.162594
MADINA,المنورة,"15 Aug,21  -  21 Aug,21",4328,285058,25.1354363,39.162594
MADINA,المنورة,"01 Aug,21  -  07 Aug,21",4662,325943,25.1354363,39.162594
MADINA,المنورة,09 - 15 Aug,2681,240098,25.1354363,39.162594
MADINA,المنورة,01 Nov - 07 Nov,3317,285334,25.1354363,39.162594
MADINA,المنورة,"19 Sep,21  -  25 Sep,21",4624,329130,25.1354363,39.162594
MADINA,المنورة,25 Oct - 31 Oct,3482,332265,25.1354363,39.162594
MADINA,المنورة,09 - 15 Aug,2681,240098,25.1354363,39.162594
MADINA,المنورة,28 Jun - 4 Jul,2702,386607,25.1354363,39.162594
MADINA,المنورة,"27 Dec,20  -  02 Jan,21",4150,405958,25.1354363,39.162594
MADINA,المنورة,"13 Jun,21  -  19 Jun,21",4153,292455,25.1354363,39.162594
MADINA,المنورة,"23 May,21  -  29 May,21",4337,330116,25.1354363,39.162594
MADINA,المنورة,20 - 26 Sep,2961,285117,25.1354363,39.162594
MADINA,المنورة,20 Dec - 26 Dec,3205,266194,25.1354363,39.162594
MADINA,المنورة,"10 Jan,21  -  16 Jan,21",3742,314247,25.1354363,39.162594
MADINA,المنورة,06 - 12 Sep,2975,268323,25.1354363,39.162594
MADINA,المنورة,"25 Apr,21  -  01 May,21",4301,427430,25.1354363,39.162594
MADINA,المنورة,"29 Aug,21  -  04 Sep,21",4946,369231,25.1354363,39.162594
MADINA,المنورة,18 Oct - 24 Oct,2861,235468,25.1354363,39.162594
MADINA,المنورة,"14 Mar,21  -  20 Mar,21",3846,311755,25.1354363,39.162594
MADINA,المنورة,"11 Apr,21  -  17 Apr,21",3697,297906,25.1354363,39.162594
MADINA,المنورة,"31 Jan,21  -  06 Feb,21",3818,319691,25.1354363,39.162594
MADINA,المنورة,"03 Oct,21  -  09 Oct,21",4981,332088,25.1354363,39.162594
MADINA,المنورة,22 Nov - 28 Nov,3397,316801,25.1354363,39.162594
MADINA,المنورة,"26 Sep,21  -  02 Oct,21",5285,406141,25.1354363,39.162594
MADINA,المنورة,"22 Aug,21  -  28 Aug,21",4923,387014,25.1354363,39.162594
MADINA,المنورة,7 - 13 Jun,2141,273024,25.1354363,39.162594
MADINA,المنورة,13 - 19 Sep,2830,245939,25.1354363,39.162594
MADINA,المنورة,"20 Jun,21  -  26 Jun,21",4055,291334,25.1354363,39.162594
MADINA,المنورة,"14 Feb,21  -  20 Feb,21",3432,265966,25.1354363,39.162594
MADINA,المنورة,"06 Jun,21  -  12 Jun,21",4472,319759,25.1354363,39.162594
MADINA,المنورة,12 - 18 Jul,2433,232297,25.1354363,39.162594
MADINA,المنورة,15 Nov - 21 Nov,3092,253642,25.1354363,39.162594
MADINA,المنورة,"24 Jan,21  -  30 Jan,21",3857,351031,25.1354363,39.162594
MADINA,المنورة,"30 May,21  -  05 Jun,21",4570,344549,25.1354363,39.162594
MADINA,المنورة,08 Nov - 14 Nov,3255,266889,25.1354363,39.162594
MADINA,المنورة,"04 Apr,21  -  10 Apr,21",4252,363518,25.1354363,39.162594
MADINA,المنورة,19 - 25 Jul,2492,246714,25.1354363,39.162594
MADINA,المنورة,"16 May,21  -  22 May,21",3696,254917,25.1354363,39.162594
MADINA,المنورة,31 May - 6 Jun,2184,288587,25.1354363,39.162594
MADINA,المنورة,"09 May,21  -  15 May,21",4541,375208,25.1354363,39.162594
MADINA,المنورة,"18 Apr,21  -  24 Apr,21",3256,260128,25.1354363,39.162594
MADINA,المنورة,"25 Jul,21  -  31 Jul,21",4835,360753,25.1354363,39.162594
MADINA,المنورة,04 - 10 Oct,3084,262644,25.1354363,39.162594
MADINA,المنورة,30 Aug - 05 Sep,3056,314257,25.1354363,39.162594
MADINA,المنورة,27 Sep - 03 Oct,3381,331473,25.1354363,39.162594
MADINA,المنورة,23 - 29 Aug,2833,308675,25.1354363,39.162594
MADINA,المنورة,"27 Jun,21  -  03 Jul,21",4921,393341,25.1354363,39.162594
MADINA,المنورة,"18 Jul,21  -  24 Jul,21",4015,246107,25.1354363,39.162594
MADINA,المنورة,29 Nov - 05 Dec,3557,327289,25.1354363,39.162594
MADINA,المنورة,26 Jul - 1 Aug,3215,329177,25.1354363,39.162594
MADINA,المنورة,"07 Mar,21  -  13 Mar,21",4005,323902,25.1354363,39.162594
MADINA,المنورة,20 - 27 Jun,2289,337558,25.1354363,39.162594
MADINA,المنورة,"08 Aug,21  -  14 Aug,21",4704,322191,25.1354363,39.162594
MADINA,المنورة,13 Dec - 19 Dec,3233,266202,25.1354363,39.162594
MADINA,المنورة,"28 Feb,21  -  06 Mar,21",4188,377521,25.1354363,39.162594
MADINA,المنورة,"05 Sep,21  -  11 Sep,21",4854,327612,25.1354363,39.162594
MADINA,المنورة,14 - 20 Jun,2045,274319,25.1354363,39.162594
MADINA,المنورة,11 Oct - 17 Oct,3061,248430,25.1354363,39.162594
MADINA,المنورة,"21 Mar,21  -  27 Mar,21",3895,322160,25.1354363,39.162594
MADINA,المنورة,02 - 08 Aug,2606,225467,25.1354363,39.162594
MADINA,المنورة,"03 Jan,21  -  09 Jan,21",3740,327961,25.1354363,39.162594
MADINA,المنورة,"21 Feb,21  -  27 Feb,21",3344,265021,25.1354363,39.162594
MADINA,المنورة,5 - 11 Jul,2512,237912,25.1354363,39.162594
DAMMAM,الدمام,"17 Jan,21  -  23 Jan,21",3750,439707,26.4367824,50.1039991
DAMMAM,الدمام,06 Dec - 12 Dec,4048,462727,26.4367824,50.1039991
DAMMAM,الدمام,"28 Mar,21  -  03 Apr,21",5066,613007,26.4367824,50.1039991
DAMMAM,الدمام,"04 Jul,21  -  10 Jul,21",4754,487069,26.4367824,50.1039991
DAMMAM,الدمام,"07 Feb,21  -  13 Feb,21",4034,433827,26.4367824,50.1039991
DAMMAM,الدمام,"15 Aug,21  -  21 Aug,21",4354,408383,26.4367824,50.1039991
DAMMAM,الدمام,"01 Aug,21  -  07 Aug,21",4633,457846,26.4367824,50.1039991
DAMMAM,الدمام,09 - 15 Aug,3077,366419,26.4367824,50.1039991
DAMMAM,الدمام,01 Nov - 07 Nov,4026,473144,26.4367824,50.1039991
DAMMAM,الدمام,"19 Sep,21  -  25 Sep,21",4827,470340,26.4367824,50.1039991
DAMMAM,الدمام,25 Oct - 31 Oct,4114,516090,26.4367824,50.1039991
DAMMAM,الدمام,09 - 15 Aug,3077,366419,26.4367824,50.1039991
DAMMAM,الدمام,28 Jun - 4 Jul,3358,601905,26.4367824,50.1039991
DAMMAM,الدمام,"27 Dec,20  -  02 Jan,21",4639,607122,26.4367824,50.1039991
DAMMAM,الدمام,"13 Jun,21  -  19 Jun,21",4405,434830,26.4367824,50.1039991
DAMMAM,الدمام,"23 May,21  -  29 May,21",4538,482968,26.4367824,50.1039991
DAMMAM,الدمام,20 - 26 Sep,3593,433927,26.4367824,50.1039991
DAMMAM,الدمام,20 Dec - 26 Dec,3759,436200,26.4367824,50.1039991
DAMMAM,الدمام,"10 Jan,21  -  16 Jan,21",4079,459739,26.4367824,50.1039991
DAMMAM,الدمام,06 - 12 Sep,3618,415068,26.4367824,50.1039991
DAMMAM,الدمام,"25 Apr,21  -  01 May,21",4429,568069,26.4367824,50.1039991
DAMMAM,الدمام,"29 Aug,21  -  04 Sep,21",5222,548370,26.4367824,50.1039991
DAMMAM,الدمام,18 Oct - 24 Oct,3462,380929,26.4367824,50.1039991
DAMMAM,الدمام,"14 Mar,21  -  20 Mar,21",4318,462503,26.4367824,50.1039991
DAMMAM,الدمام,"11 Apr,21  -  17 Apr,21",4057,456791,26.4367824,50.1039991
DAMMAM,الدمام,"31 Jan,21  -  06 Feb,21",4236,483887,26.4367824,50.1039991
DAMMAM,الدمام,"03 Oct,21  -  09 Oct,21",5219,490390,26.4367824,50.1039991
DAMMAM,الدمام,22 Nov - 28 Nov,4009,485163,26.4367824,50.1039991
DAMMAM,الدمام,"26 Sep,21  -  02 Oct,21",5466,577489,26.4367824,50.1039991
DAMMAM,الدمام,"22 Aug,21  -  28 Aug,21",5062,555802,26.4367824,50.1039991
DAMMAM,الدمام,7 - 13 Jun,2666,453168,26.4367824,50.1039991
DAMMAM,الدمام,13 - 19 Sep,3452,388790,26.4367824,50.1039991
DAMMAM,الدمام,"20 Jun,21  -  26 Jun,21",4390,441126,26.4367824,50.1039991
DAMMAM,الدمام,"14 Feb,21  -  20 Feb,21",3861,408570,26.4367824,50.1039991
DAMMAM,الدمام,"06 Jun,21  -  12 Jun,21",4715,468689,26.4367824,50.1039991
DAMMAM,الدمام,12 - 18 Jul,2976,358949,26.4367824,50.1039991
DAMMAM,الدمام,15 Nov - 21 Nov,3713,414006,26.4367824,50.1039991
DAMMAM,الدمام,"24 Jan,21  -  30 Jan,21",4307,504598,26.4367824,50.1039991
DAMMAM,الدمام,"30 May,21  -  05 Jun,21",4887,510441,26.4367824,50.1039991
DAMMAM,الدمام,08 Nov - 14 Nov,3898,434742,26.4367824,50.1039991
DAMMAM,الدمام,"04 Apr,21  -  10 Apr,21",4864,556563,26.4367824,50.1039991
DAMMAM,الدمام,19 - 25 Jul,2956,368684,26.4367824,50.1039991
DAMMAM,الدمام,"16 May,21  -  22 May,21",3829,373853,26.4367824,50.1039991
DAMMAM,الدمام,31 May - 6 Jun,2754,461771,26.4367824,50.1039991
DAMMAM,الدمام,"09 May,21  -  15 May,21",4073,424415,26.4367824,50.1039991
DAMMAM,الدمام,"18 Apr,21  -  24 Apr,21",3588,413321,26.4367824,50.1039991
DAMMAM,الدمام,"25 Jul,21  -  31 Jul,21",4468,468123,26.4367824,50.1039991
DAMMAM,الدمام,04 - 10 Oct,3760,423256,26.4367824,50.1039991
DAMMAM,الدمام,30 Aug - 05 Sep,3723,479555,26.4367824,50.1039991
DAMMAM,الدمام,27 Sep - 03 Oct,4042,508563,26.4367824,50.1039991
DAMMAM,الدمام,23 - 29 Aug,3373,468948,26.4367824,50.1039991
DAMMAM,الدمام,"27 Jun,21  -  03 Jul,21",5074,551251,26.4367824,50.1039991
DAMMAM,الدمام,"18 Jul,21  -  24 Jul,21",3469,285325,26.4367824,50.1039991
DAMMAM,الدمام,29 Nov - 05 Dec,4209,499874,26.4367824,50.1039991
DAMMAM,الدمام,26 Jul - 1 Aug,3338,427435,26.4367824,50.1039991
DAMMAM,الدمام,"07 Mar,21  -  13 Mar,21",4348,463639,26.4367824,50.1039991
DAMMAM,الدمام,20 - 27 Jun,2893,546691,26.4367824,50.1039991
DAMMAM,الدمام,"08 Aug,21  -  14 Aug,21",4575,438477,26.4367824,50.1039991
DAMMAM,الدمام,13 Dec - 19 Dec,3812,426371,26.4367824,50.1039991
DAMMAM,الدمام,"28 Feb,21  -  06 Mar,21",4622,543203,26.4367824,50.1039991
DAMMAM,الدمام,"05 Sep,21  -  11 Sep,21",5066,478246,26.4367824,50.1039991
DAMMAM,الدمام,14 - 20 Jun,2584,458358,26.4367824,50.1039991
DAMMAM,الدمام,11 Oct - 17 Oct,3681,397107,26.4367824,50.1039991
DAMMAM,الدمام,"21 Mar,21  -  27 Mar,21",4377,489749,26.4367824,50.1039991
DAMMAM,الدمام,02 - 08 Aug,2744,309093,26.4367824,50.1039991
DAMMAM,الدمام,"03 Jan,21  -  09 Jan,21",4152,475327,26.4367824,50.1039991
DAMMAM,الدمام,"21 Feb,21  -  27 Feb,21",3843,422645,26.4367824,50.1039991
DAMMAM,الدمام,5 - 11 Jul,3094,368907,26.4367824,50.1039991
JEDDAH,جدة,"17 Jan,21  -  23 Jan,21",10810,1281156,21.5810088,39.1653612
JEDDAH,جدة,06 Dec - 12 Dec,10938,1299914,21.5810088,39.1653612
JEDDAH,جدة,"28 Mar,21  -  03 Apr,21",14667,1858848,21.5810088,39.1653612
JEDDAH,جدة,"04 Jul,21  -  10 Jul,21",14954,1527437,21.5810088,39.1653612
JEDDAH,جدة,"07 Feb,21  -  13 Feb,21",11172,1244339,21.5810088,39.1653612
JEDDAH,جدة,"15 Aug,21  -  21 Aug,21",13801,1314380,21.5810088,39.1653612
JEDDAH,جدة,"01 Aug,21  -  07 Aug,21",14805,1452643,21.5810088,39.1653612
JEDDAH,جدة,09 - 15 Aug,8404,1126343,21.5810088,39.1653612
JEDDAH,جدة,01 Nov - 07 Nov,10566,1310023,21.5810088,39.1653612
JEDDAH,جدة,"19 Sep,21  -  25 Sep,21",14707,1434275,21.5810088,39.1653612
JEDDAH,جدة,25 Oct - 31 Oct,10656,1412709,21.5810088,39.1653612
JEDDAH,جدة,09 - 15 Aug,8404,1126343,21.5810088,39.1653612
JEDDAH,جدة,28 Jun - 4 Jul,8385,1664388,21.5810088,39.1653612
JEDDAH,جدة,"27 Dec,20  -  02 Jan,21",13219,1757351,21.5810088,39.1653612
JEDDAH,جدة,"13 Jun,21  -  19 Jun,21",13445,1355000,21.5810088,39.1653612
JEDDAH,جدة,"23 May,21  -  29 May,21",13424,1439234,21.5810088,39.1653612
JEDDAH,جدة,20 - 26 Sep,9468,1288085,21.5810088,39.1653612
JEDDAH,جدة,20 Dec - 26 Dec,10392,1253200,21.5810088,39.1653612
JEDDAH,جدة,"10 Jan,21  -  16 Jan,21",12354,1437495,21.5810088,39.1653612
JEDDAH,جدة,06 - 12 Sep,9202,1195168,21.5810088,39.1653612
JEDDAH,جدة,"25 Apr,21  -  01 May,21",13305,1766971,21.5810088,39.1653612
JEDDAH,جدة,"29 Aug,21  -  04 Sep,21",15614,1620070,21.5810088,39.1653612
JEDDAH,جدة,18 Oct - 24 Oct,9088,1089728,21.5810088,39.1653612
JEDDAH,جدة,"14 Mar,21  -  20 Mar,21",12341,1394742,21.5810088,39.1653612
JEDDAH,جدة,"11 Apr,21  -  17 Apr,21",11420,1307330,21.5810088,39.1653612
JEDDAH,جدة,"31 Jan,21  -  06 Feb,21",12144,1434289,21.5810088,39.1653612
JEDDAH,جدة,"03 Oct,21  -  09 Oct,21",15742,1427678,21.5810088,39.1653612
JEDDAH,جدة,22 Nov - 28 Nov,10730,1359787,21.5810088,39.1653612
JEDDAH,جدة,"26 Sep,21  -  02 Oct,21",16345,1678117,21.5810088,39.1653612
JEDDAH,جدة,"22 Aug,21  -  28 Aug,21",15282,1648035,21.5810088,39.1653612
JEDDAH,جدة,7 - 13 Jun,5709,983666,21.5810088,39.1653612
JEDDAH,جدة,13 - 19 Sep,8903,1131769,21.5810088,39.1653612
JEDDAH,جدة,"20 Jun,21  -  26 Jun,21",13254,1356134,21.5810088,39.1653612
JEDDAH,جدة,"14 Feb,21  -  20 Feb,21",10695,1173176,21.5810088,39.1653612
JEDDAH,جدة,"06 Jun,21  -  12 Jun,21",14144,1426372,21.5810088,39.1653612
JEDDAH,جدة,12 - 18 Jul,7811,1079228,21.5810088,39.1653612
JEDDAH,جدة,15 Nov - 21 Nov,9864,1162545,21.5810088,39.1653612
JEDDAH,جدة,"24 Jan,21  -  30 Jan,21",12209,1489774,21.5810088,39.1653612
JEDDAH,جدة,"30 May,21  -  05 Jun,21",14512,1532398,21.5810088,39.1653612
JEDDAH,جدة,08 Nov - 14 Nov,10290,1220976,21.5810088,39.1653612
JEDDAH,جدة,"04 Apr,21  -  10 Apr,21",14058,1695883,21.5810088,39.1653612
JEDDAH,جدة,19 - 25 Jul,7802,1104697,21.5810088,39.1653612
JEDDAH,جدة,"16 May,21  -  22 May,21",11618,1147789,21.5810088,39.1653612
JEDDAH,جدة,31 May - 6 Jun,6598,1172235,21.5810088,39.1653612
JEDDAH,جدة,"09 May,21  -  15 May,21",12787,1413593,21.5810088,39.1653612
JEDDAH,جدة,"18 Apr,21  -  24 Apr,21",10409,1215985,21.5810088,39.1653612
JEDDAH,جدة,"25 Jul,21  -  31 Jul,21",14560,1506003,21.5810088,39.1653612
JEDDAH,جدة,04 - 10 Oct,9790,1219036,21.5810088,39.1653612
JEDDAH,جدة,30 Aug - 05 Sep,9617,1400761,21.5810088,39.1653612
JEDDAH,جدة,27 Sep - 03 Oct,10330,1428476,21.5810088,39.1653612
JEDDAH,جدة,23 - 29 Aug,8945,1394816,21.5810088,39.1653612
JEDDAH,جدة,"27 Jun,21  -  03 Jul,21",15609,1699371,21.5810088,39.1653612
JEDDAH,جدة,"18 Jul,21  -  24 Jul,21",11127,898075,21.5810088,39.1653612
JEDDAH,جدة,29 Nov - 05 Dec,11434,1460735,21.5810088,39.1653612
JEDDAH,جدة,26 Jul - 1 Aug,8639,1192135,21.5810088,39.1653612
JEDDAH,جدة,"07 Mar,21  -  13 Mar,21",12716,1424004,21.5810088,39.1653612
JEDDAH,جدة,20 - 27 Jun,7197,1489702,21.5810088,39.1653612
JEDDAH,جدة,"08 Aug,21  -  14 Aug,21",14711,1410212,21.5810088,39.1653612
JEDDAH,جدة,13 Dec - 19 Dec,10522,1230734,21.5810088,39.1653612
JEDDAH,جدة,"28 Feb,21  -  06 Mar,21",12760,1556134,21.5810088,39.1653612
JEDDAH,جدة,"05 Sep,21  -  11 Sep,21",15170,1406790,21.5810088,39.1653612
JEDDAH,جدة,14 - 20 Jun,5633,1004886,21.5810088,39.1653612
JEDDAH,جدة,11 Oct - 17 Oct,9586,1123834,21.5810088,39.1653612
JEDDAH,جدة,"21 Mar,21  -  27 Mar,21",12305,1438258,21.5810088,39.1653612
JEDDAH,جدة,02 - 08 Aug,7785,995920,21.5810088,39.1653612
JEDDAH,جدة,"03 Jan,21  -  09 Jan,21",12606,1542599,21.5810088,39.1653612
JEDDAH,جدة,"21 Feb,21  -  27 Feb,21",10562,1197955,21.5810088,39.1653612
JEDDAH,جدة,5 - 11 Jul,7961,1091050,21.5810088,39.1653612
RIYADH,الرياض,"17 Jan,21  -  23 Jan,21",21106,2475003,24.638916,46.7160104
RIYADH,الرياض,06 Dec - 12 Dec,22399,2611556,24.638916,46.7160104
RIYADH,الرياض,"28 Mar,21  -  03 Apr,21",28548,3459379,24.638916,46.7160104
RIYADH,الرياض,"04 Jul,21  -  10 Jul,21",28353,2900510,24.638916,46.7160104
RIYADH,الرياض,"07 Feb,21  -  13 Feb,21",22039,2417377,24.638916,46.7160104
RIYADH,الرياض,"15 Aug,21  -  21 Aug,21",26474,2516385,24.638916,46.7160104
RIYADH,الرياض,"01 Aug,21  -  07 Aug,21",27873,2688947,24.638916,46.7160104
RIYADH,الرياض,09 - 15 Aug,17571,2090226,24.638916,46.7160104
RIYADH,الرياض,01 Nov - 07 Nov,22184,2604009,24.638916,46.7160104
RIYADH,الرياض,"19 Sep,21  -  25 Sep,21",28558,2802167,24.638916,46.7160104
RIYADH,الرياض,25 Oct - 31 Oct,22748,2907882,24.638916,46.7160104
RIYADH,الرياض,09 - 15 Aug,17571,2090226,24.638916,46.7160104
RIYADH,الرياض,28 Jun - 4 Jul,18064,3169136,24.638916,46.7160104
RIYADH,الرياض,"27 Dec,20  -  02 Jan,21",25968,3389615,24.638916,46.7160104
RIYADH,الرياض,"13 Jun,21  -  19 Jun,21",26034,2580956,24.638916,46.7160104
RIYADH,الرياض,"23 May,21  -  29 May,21",26328,2768077,24.638916,46.7160104
RIYADH,الرياض,20 - 26 Sep,20017,2481447,24.638916,46.7160104
RIYADH,الرياض,20 Dec - 26 Dec,21351,2513065,24.638916,46.7160104
RIYADH,الرياض,"10 Jan,21  -  16 Jan,21",22874,2587717,24.638916,46.7160104
RIYADH,الرياض,06 - 12 Sep,20175,2386541,24.638916,46.7160104
RIYADH,الرياض,"25 Apr,21  -  01 May,21",24663,3169823,24.638916,46.7160104
RIYADH,الرياض,"29 Aug,21  -  04 Sep,21",30720,3242158,24.638916,46.7160104
RIYADH,الرياض,18 Oct - 24 Oct,19566,2196524,24.638916,46.7160104
RIYADH,الرياض,"14 Mar,21  -  20 Mar,21",24533,2700881,24.638916,46.7160104
RIYADH,الرياض,"11 Apr,21  -  17 Apr,21",22740,2532052,24.638916,46.7160104
RIYADH,الرياض,"31 Jan,21  -  06 Feb,21",23710,2725903,24.638916,46.7160104
RIYADH,الرياض,"03 Oct,21  -  09 Oct,21",31112,2881115,24.638916,46.7160104
RIYADH,الرياض,22 Nov - 28 Nov,22446,2763045,24.638916,46.7160104
RIYADH,الرياض,"26 Sep,21  -  02 Oct,21",32064,3367583,24.638916,46.7160104
RIYADH,الرياض,"22 Aug,21  -  28 Aug,21",29664,3268995,24.638916,46.7160104
RIYADH,الرياض,7 - 13 Jun,13676,2170406,24.638916,46.7160104
RIYADH,الرياض,13 - 19 Sep,19461,2261451,24.638916,46.7160104
RIYADH,الرياض,"20 Jun,21  -  26 Jun,21",25978,2602929,24.638916,46.7160104
RIYADH,الرياض,"14 Feb,21  -  20 Feb,21",21386,2255027,24.638916,46.7160104
RIYADH,الرياض,"06 Jun,21  -  12 Jun,21",27311,2732814,24.638916,46.7160104
RIYADH,الرياض,12 - 18 Jul,16782,2042373,24.638916,46.7160104
RIYADH,الرياض,15 Nov - 21 Nov,20811,2371005,24.638916,46.7160104
RIYADH,الرياض,"24 Jan,21  -  30 Jan,21",24228,2930775,24.638916,46.7160104
RIYADH,الرياض,"30 May,21  -  05 Jun,21",28048,2915268,24.638916,46.7160104
RIYADH,الرياض,08 Nov - 14 Nov,21594,2438993,24.638916,46.7160104
RIYADH,الرياض,"04 Apr,21  -  10 Apr,21",27393,3136181,24.638916,46.7160104
RIYADH,الرياض,19 - 25 Jul,16853,2142139,24.638916,46.7160104
RIYADH,الرياض,"16 May,21  -  22 May,21",22007,2109702,24.638916,46.7160104
RIYADH,الرياض,31 May - 6 Jun,14249,2296891,24.638916,46.7160104
RIYADH,الرياض,"09 May,21  -  15 May,21",22333,2387652,24.638916,46.7160104
RIYADH,الرياض,"18 Apr,21  -  24 Apr,21",20189,2298563,24.638916,46.7160104
RIYADH,الرياض,"25 Jul,21  -  31 Jul,21",27329,2793053,24.638916,46.7160104
RIYADH,الرياض,04 - 10 Oct,21007,2412653,24.638916,46.7160104
RIYADH,الرياض,30 Aug - 05 Sep,20795,2737090,24.638916,46.7160104
RIYADH,الرياض,27 Sep - 03 Oct,22278,2855006,24.638916,46.7160104
RIYADH,الرياض,23 - 29 Aug,19524,2816965,24.638916,46.7160104
RIYADH,الرياض,"27 Jun,21  -  03 Jul,21",29840,3208795,24.638916,46.7160104
RIYADH,الرياض,"18 Jul,21  -  24 Jul,21",20348,1669265,24.638916,46.7160104
RIYADH,الرياض,29 Nov - 05 Dec,23933,2938474,24.638916,46.7160104
RIYADH,الرياض,26 Jul - 1 Aug,18265,2343306,24.638916,46.7160104
RIYADH,الرياض,"07 Mar,21  -  13 Mar,21",24598,2678439,24.638916,46.7160104
RIYADH,الرياض,20 - 27 Jun,15610,2808244,24.638916,46.7160104
RIYADH,الرياض,"08 Aug,21  -  14 Aug,21",27699,2627460,24.638916,46.7160104
RIYADH,الرياض,13 Dec - 19 Dec,21569,2464733,24.638916,46.7160104
RIYADH,الرياض,"28 Feb,21  -  06 Mar,21",25263,2998935,24.638916,46.7160104
RIYADH,الرياض,"05 Sep,21  -  11 Sep,21",30070,2849098,24.638916,46.7160104
RIYADH,الرياض,14 - 20 Jun,13388,2178505,24.638916,46.7160104
RIYADH,الرياض,11 Oct - 17 Oct,20395,2256691,24.638916,46.7160104
RIYADH,الرياض,"21 Mar,21  -  27 Mar,21",24928,2825880,24.638916,46.7160104
RIYADH,الرياض,02 - 08 Aug,15383,1748974,24.638916,46.7160104
RIYADH,الرياض,"03 Jan,21  -  09 Jan,21",23332,2673901,24.638916,46.7160104
RIYADH,الرياض,"21 Feb,21  -  27 Feb,21",21279,2328228,24.638916,46.7160104
RIYADH,الرياض,5 - 11 Jul,17080,2067246,24.638916,46.7160104
OTHER,المدن الأخرى,"17 Jan,21  -  23 Jan,21",22974,2002421,25.0,45.0
OTHER,المدن الأخرى,06 Dec - 12 Dec,24316,2199992,25.0,45.0
OTHER,المدن الأخرى,"28 Mar,21  -  03 Apr,21",33500,3377810,25.0,45.0
OTHER,المدن الأخرى,"04 Jul,21  -  10 Jul,21",36056,2778601,25.0,45.0
OTHER,المدن الأخرى,"07 Feb,21  -  13 Feb,21",26148,2191065,25.0,45.0
OTHER,المدن الأخرى,"15 Aug,21  -  21 Aug,21",33381,2325122,25.0,45.0
OTHER,المدن الأخرى,"01 Aug,21  -  07 Aug,21",37753,2798162,25.0,45.0
OTHER,المدن الأخرى,09 - 15 Aug,19986,1936657,25.0,45.0
OTHER,المدن الأخرى,01 Nov - 07 Nov,23598,2253549,25.0,45.0
OTHER,المدن الأخرى,"19 Sep,21  -  25 Sep,21",35381,2552193,25.0,45.0
OTHER,المدن الأخرى,25 Oct - 31 Oct,25010,2656546,25.0,45.0
OTHER,المدن الأخرى,09 - 15 Aug,19986,1936657,25.0,45.0
